lamb_air,flux
8513.560821820996,0.9796173
8513.660794785406,0.9701638
8513.76076774981,0.9564664
8513.86074071421,0.9410904
8513.960713678603,0.9259293
8514.06068664299,0.9171846
8514.160659607374,0.9200538
8514.260632571752,0.9311315
8514.360605536122,0.94527614
8514.46057850049,0.9591059
8514.560551464852,0.9698513
8514.660524429208,0.97311836
8514.76049739356,0.9715184
8514.860470357902,0.966046
8514.960443322245,0.95923007
8515.060416286578,0.954065
8515.160389250908,0.95486546
8515.260362215233,0.9604113
8515.360335179552,0.9692087
8515.460308143865,0.9782901
8515.560281108172,0.9861191
8515.660254072474,0.9903783
8515.760227036773,0.9914176
8515.860200001065,0.99245393
8515.960172965351,0.99443483
8516.060145929634,0.9971459
8516.160118893911,0.99893415
8516.260091858181,1.0001144
8516.360064822446,0.99967915
8516.460037786706,0.99880123
8516.560010750962,0.99963135
8516.659983715212,1.0001979
8516.759956679456,0.9987396
8516.859929643693,0.9965035
8516.959902607929,0.9960706
8517.059875572155,0.99674326
8517.15984853638,0.99742484
8517.259821500598,0.9969897
8517.35979446481,0.99666
8517.459767429016,0.9955239
8517.559740393219,0.9943728
8517.659713357414,0.99364585
8517.759686321604,0.9923059
8517.85965928579,0.991593
8517.959632249971,0.99205077
8518.059605214146,0.9936956
8518.159578178316,0.9942293
8518.25955114248,0.99462926
8518.35952410664,0.9944823
8518.459497070793,0.99428254
8518.559470034941,0.9946726
8518.659442999084,0.9959718
8518.759415963223,0.99789727
8518.859388927356,0.9989494
8518.959361891482,0.9990112
8519.059334855605,0.9992634
8519.15930781972,0.99930966
8519.259280783832,0.9997011
8519.359253747938,1.0007484
8519.459226712039,1.0011557
8519.559199676134,1.0004998
8519.659172640224,0.99944115
8519.759145604308,0.9974914
8519.859118568387,0.99636775
8519.95909153246,0.9964565
8520.05906449653,0.997084
8520.159037460593,0.9973848
8520.259010424652,0.996506
8520.358983388704,0.9961685
8520.458956352752,0.9949951
8520.558929316794,0.9943482
8520.658902280831,0.9954117
8520.758875244863,0.99771106
8520.858848208887,0.9985342
8520.95882117291,0.9976255
8521.058794136923,0.99637055
8521.158767100935,0.99646384
8521.258740064939,0.9970072
8521.358713028938,0.99728
8521.458685992933,0.9977
8521.558658956921,0.9968703
8521.658631920905,0.99677795
8521.758604884884,0.9967588
8521.858577848858,0.99724644
8521.958550812826,0.99775076
